id,source_url,source_trust,company_name,industry_sector,raw_text_snippet,location,extracted_keywords,recommended_product,secondary_product,urgency_score,confidence_score,status,created_at,normalized_company,is_verified,priority_score
e81f3d13-2cf5-44b9-b2e4-ecbd302b68b7,https://industry-news-wire.in/news/signal-281,70,Vedanta Industries,Road Construction,"notice: vedanta industries is initiating a expressway construction in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.86,New,2026-01-23,Vedanta,False,6.4399999999999995
8d04cac3-329b-476d-9915-8c30f2cc12ed,https://industry-news-wire.in/news/signal-282,70,Adani Infra,Road Construction,"notice: adani infra is initiating a expressway construction in nagpur, mh. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.93,New,2026-01-24,Adani,False,6.720000000000001
6dc9a8f8-de83-4230-8dec-cf768d89e843,https://dgft.gov.in/tenders/news/signal-283,98,Vedanta Enterprises,Road Construction,"notice: vedanta enterprises is initiating a bridge building in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.9,New,2026-01-23,Vedanta,True,7.199999999999999
dbed1178-c995-4aec-8ad5-037410081ae1,https://economictimes.indiatimes.com/news/signal-284,95,Reliance Group,Textiles (Jute),"notice: reliance group is initiating a batching oil procurement in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.95,New,2026-01-17,Reliance,True,6.8
eb47fb75-97d3-4a57-a735-26fa080fa21a,https://economictimes.indiatimes.com/news/signal-285,95,Vedanta Infra,Chemical & Solvents,"notice: vedanta infra is initiating a industrial cleaning unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Visakhapatnam, AP","extraction, purification, solvent",Hexane,Solvent 1425,5,0.9,New,2026-01-14,Vedanta,True,6.6
b06fb4aa-c1e8-45b7-b80d-ab6f3ce3ee18,https://industry-news-wire.in/news/signal-286,70,Reliance Industries,Manufacturing (Steel/Glass),"notice: reliance industries is initiating a new blast furnace installation in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.9,New,2026-01-25,Reliance,False,7.800000000000001
0b1a063e-81a6-4f0a-abae-deb0d9c95e96,https://economictimes.indiatimes.com/news/signal-287,95,L&T Industries,Power & Logistics,"notice: l&t industries is initiating a captive power plant backup in chennai, tn. this development indicates immediate requirement for ldo.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.96,New,2026-01-29,L&T,True,8.04
67a2b8cb-ed55-4d6a-b1d9-a4ff325c6cb8,https://industry-news-wire.in/news/signal-288,70,Jindal Industries,Road Construction,"notice: jindal industries is initiating a expressway construction in chennai, tn. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.98,New,2026-01-25,Jindal,False,8.120000000000001
b6514ddb-9608-4d90-9700-4a7a3b2fadcd,https://industry-news-wire.in/news/signal-289,70,L&T Industries,Textiles (Jute),"notice: l&t industries is initiating a jute mill modernization in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),4,0.96,New,2026-01-07,L&T,False,6.24
6a260c0e-f930-42bf-952d-4667a00ecf2d,https://economictimes.indiatimes.com/news/signal-290,95,L&T Infra,Textiles (Jute),"notice: l&t infra is initiating a batching oil procurement in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.94,New,2026-01-18,L&T,True,7.96
4604a0fc-ccb5-4edb-9007-f07a4c6e2890,https://industry-news-wire.in/news/signal-291,70,Adani Ltd,Chemical & Solvents,"notice: adani ltd is initiating a edible oil refinery setup in chennai, tn. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,6,0.77,New,2026-01-21,Adani,False,6.68
73d8fd1b-6918-4f9c-8dd9-9cca1b3af2ca,https://industry-news-wire.in/news/signal-292,70,GMR Group,Manufacturing (Steel/Glass),"notice: gmr group is initiating a heat treatment plant in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.87,New,2026-01-04,Gmr,False,7.08
557063cc-c0f9-49a7-8db2-a117d572477a,https://industry-news-wire.in/news/signal-293,70,UltraTech Industries,Road Construction,"notice: ultratech industries is initiating a pavement resurfacing in nagpur, mh. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.78,New,2026-01-08,Ultratech,False,7.32
08e640ea-b36a-43b3-8f9b-4a935c316758,https://industry-news-wire.in/news/signal-294,70,Adani Industries,Road Construction,"notice: adani industries is initiating a bridge building in chennai, tn. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.87,New,2026-01-24,Adani,False,7.08
e5d8ff4e-6efb-477c-b58e-7be130325fe2,https://dgft.gov.in/tenders/news/signal-295,98,Adani Group,Manufacturing (Steel/Glass),"notice: adani group is initiating a new blast furnace installation in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),5,0.89,New,2026-01-14,Adani,True,6.5600000000000005
d479c9ac-ac9c-4d5c-82f9-c12ba6fed913,https://economictimes.indiatimes.com/news/signal-296,95,L&T Enterprises,Textiles (Jute),"notice: l&t enterprises is initiating a fibre softening process in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.82,New,2026-01-22,L&T,True,6.879999999999999
45f60878-c37a-4036-9ffe-f114ad1f799c,https://dgft.gov.in/tenders/news/signal-297,98,JSW Infra,Power & Logistics,"notice: jsw infra is initiating a captive power plant backup in kolkata, wb. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.94,New,2026-01-10,Jsw,True,6.16
129ce8a3-8b32-4b0b-b909-63c2455f5a48,https://economictimes.indiatimes.com/news/signal-298,95,Adani Infra,Chemical & Solvents,"notice: adani infra is initiating a industrial cleaning unit in chennai, tn. this development indicates immediate requirement for hexane.","Kolkata, WB","extraction, purification, solvent",Hexane,Solvent 1425,7,0.77,New,2026-01-28,Adani,True,7.28
d2c90c95-ca6b-4725-bd51-ac10e521d767,https://industry-news-wire.in/news/signal-299,70,Jindal Industries,Road Construction,"notice: jindal industries is initiating a nhai highway project in kolkata, wb. this development indicates immediate requirement for bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.87,New,2026-01-22,Jindal,False,5.88
98105c5c-2a65-4062-9c23-c1a51c0dbe20,https://dgft.gov.in/tenders/news/signal-300,98,Birla Ltd,Manufacturing (Steel/Glass),"notice: birla ltd is initiating a new blast furnace installation in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.93,New,2026-01-12,Birla,True,7.92
78f95d45-045c-4f73-bf98-95228d3ffb81,https://industry-news-wire.in/news/signal-301,70,JSW Group,Road Construction,"notice: jsw group is initiating a nhai highway project in nagpur, mh. this development indicates immediate requirement for bitumen.","Visakhapatnam, AP","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.91,New,2026-01-08,Jsw,False,6.640000000000001
55fea7dd-aad3-4766-95e2-b5ae2d8f92bd,https://industry-news-wire.in/news/signal-302,70,Vedanta Infra,Textiles (Jute),"notice: vedanta infra is initiating a fibre softening process in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.82,New,2026-02-04,Vedanta,False,7.48
b42ec993-bcee-4ecb-8608-e65b95236e2f,https://industry-news-wire.in/news/signal-303,70,Vedanta Industries,Road Construction,"notice: vedanta industries is initiating a nhai highway project in visakhapatnam, ap. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.87,New,2026-01-14,Vedanta,False,7.08
b6b93e88-40f9-41e6-b73b-4385b7a7249a,https://dgft.gov.in/tenders/news/signal-304,98,Vedanta Ltd,Chemical & Solvents,"notice: vedanta ltd is initiating a solvent extraction unit in ahmedabad, gj. this development indicates immediate requirement for hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,4,0.92,New,2026-01-05,Vedanta,True,6.08
a5fd99d6-ed1a-4443-9679-7813bd5f2110,https://industry-news-wire.in/news/signal-305,70,Vedanta Industries,Textiles (Jute),"notice: vedanta industries is initiating a jute mill modernization in visakhapatnam, ap. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.91,New,2026-01-06,Vedanta,False,7.84
5c2651cf-d5da-4b38-b0ff-8331b10f0417,https://economictimes.indiatimes.com/news/signal-306,95,Jindal Ltd,Textiles (Jute),"notice: jindal ltd is initiating a jute mill modernization in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.95,New,2026-01-01,Jindal,True,7.3999999999999995
0ef97969-b5e2-456a-9773-40790b4411e5,https://dgft.gov.in/tenders/news/signal-307,98,Birla Enterprises,Power & Logistics,"notice: birla enterprises is initiating a dg set maintenance in nagpur, mh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.88,New,2026-01-30,Birla,True,5.92
46d90d35-da70-457f-8709-43c425c54624,https://dgft.gov.in/tenders/news/signal-308,98,Vedanta Ltd,Textiles (Jute),"notice: vedanta ltd is initiating a fibre softening process in chennai, tn. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.82,New,2026-01-08,Vedanta,True,6.879999999999999
0a79c3c4-96ef-4b41-9674-67a629bfb638,https://industry-news-wire.in/news/signal-309,70,UltraTech Group,Manufacturing (Steel/Glass),"notice: ultratech group is initiating a new blast furnace installation in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.85,New,2026-01-10,Ultratech,False,5.8
242d08c1-7fba-46bf-bb8b-d4208892802d,https://industry-news-wire.in/news/signal-310,70,Adani Enterprises,Power & Logistics,"notice: adani enterprises is initiating a dg set maintenance in chennai, tn. this development indicates immediate requirement for ldo.","Kolkata, WB","genset, marine, backup",LDO,HSD (High Speed Diesel),5,0.94,New,2026-01-09,Adani,False,6.76
6186432c-8b64-4d7a-99b7-1c4ca5841456,https://economictimes.indiatimes.com/news/signal-311,95,Reliance Ltd,Power & Logistics,"notice: reliance ltd is initiating a port bunkering service in kolkata, wb. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.78,New,2026-01-11,Reliance,True,7.32
4b1bc8ad-18ef-4993-bebe-9c8bea1f8892,https://dgft.gov.in/tenders/news/signal-312,98,Reliance Industries,Textiles (Jute),"notice: reliance industries is initiating a jute mill modernization in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Jamshedpur, JH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.75,New,2026-01-21,Reliance,True,6.6
e1661fbc-4acf-4644-979f-deece1689542,https://economictimes.indiatimes.com/news/signal-313,95,JSW Ltd,Textiles (Jute),"notice: jsw ltd is initiating a jute mill modernization in visakhapatnam, ap. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.89,New,2026-01-04,Jsw,True,7.16
e150a4bb-4311-4ef4-9d7e-7d9426d60ba0,https://industry-news-wire.in/news/signal-314,70,Reliance Ltd,Manufacturing (Steel/Glass),"notice: reliance ltd is initiating a boiler capacity expansion in visakhapatnam, ap. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.91,New,2026-01-14,Reliance,False,7.24
9eae34a2-79bf-41fd-b247-78863acba673,https://industry-news-wire.in/news/signal-315,70,Birla Infra,Power & Logistics,"notice: birla infra is initiating a captive power plant backup in nagpur, mh. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.88,New,2026-02-04,Birla,False,7.119999999999999
9695a9f2-702a-4636-968f-b4df07766594,https://economictimes.indiatimes.com/news/signal-316,95,Vedanta Ltd,Textiles (Jute),"notice: vedanta ltd is initiating a fibre softening process in ahmedabad, gj. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.87,New,2026-02-03,Vedanta,True,6.48
fc45b586-067a-489a-afb6-5d84d4d6fa36,https://dgft.gov.in/tenders/news/signal-317,98,Reliance Industries,Textiles (Jute),"notice: reliance industries is initiating a batching oil procurement in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.81,New,2026-01-20,Reliance,True,7.44
c30c6e99-56ca-41f1-9209-9c325b8de159,https://dgft.gov.in/tenders/news/signal-318,98,Tata Group,Road Construction,"notice: tata group is initiating a nhai highway project in nagpur, mh. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.97,New,2026-01-25,Tata,True,7.4799999999999995
e4483570-fb0a-42c1-b414-de937ca3f063,https://economictimes.indiatimes.com/news/signal-319,95,Adani Industries,Textiles (Jute),"notice: adani industries is initiating a fibre softening process in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.83,New,2026-01-22,Adani,True,7.52
29eca090-01eb-48d7-9fb4-5307decc151d,https://industry-news-wire.in/news/signal-320,70,JSW Industries,Manufacturing (Steel/Glass),"notice: jsw industries is initiating a boiler capacity expansion in jamshedpur, jh. this development indicates immediate requirement for furnace oil (fo).","Chennai, TN","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.86,New,2026-01-03,Jsw,False,7.039999999999999
95c76e9d-5c73-4ef4-a3b9-8d31012d4467,https://dgft.gov.in/tenders/news/signal-321,98,GMR Enterprises,Manufacturing (Steel/Glass),"notice: gmr enterprises is initiating a heat treatment plant in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Kolkata, WB","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),4,0.84,New,2026-02-02,Gmr,True,5.76
b9722cf9-6fa9-49a2-830a-1ac8aab759ad,https://economictimes.indiatimes.com/news/signal-322,95,Birla Group,Power & Logistics,"notice: birla group is initiating a dg set maintenance in nagpur, mh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.77,New,2026-01-25,Birla,True,7.28
aaca9c1b-5963-4abf-8cef-23e8e1ef22d0,https://dgft.gov.in/tenders/news/signal-323,98,UltraTech Enterprises,Road Construction,"notice: ultratech enterprises is initiating a bridge building in kolkata, wb. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.81,New,2026-01-01,Ultratech,True,6.24
fb559c58-ecf3-4430-ac49-d414b67b405b,https://dgft.gov.in/tenders/news/signal-324,98,Vedanta Group,Chemical & Solvents,"notice: vedanta group is initiating a solvent extraction unit in chennai, tn. this development indicates immediate requirement for hexane.","Ahmedabad, GJ","extraction, purification, solvent",Hexane,Solvent 1425,7,0.89,New,2026-02-03,Vedanta,True,7.76
19090f60-670b-49b3-aa49-ca1138a7cca0,https://industry-news-wire.in/news/signal-325,70,Vedanta Enterprises,Textiles (Jute),"notice: vedanta enterprises is initiating a jute mill modernization in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.96,New,2026-01-17,Vedanta,False,6.84
541486b0-b9e5-4a7e-b91d-eb41502c6c7a,https://economictimes.indiatimes.com/news/signal-326,95,Adani Industries,Textiles (Jute),"notice: adani industries is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.95,New,2026-01-22,Adani,True,7.3999999999999995
74d3ada7-891c-41c0-b6bd-a1304ca70e8e,https://economictimes.indiatimes.com/news/signal-327,95,UltraTech Group,Power & Logistics,"notice: ultratech group is initiating a captive power plant backup in nagpur, mh. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.88,New,2026-01-28,Ultratech,True,7.119999999999999
cb8f2501-47c7-400b-836a-3231a13d0158,https://economictimes.indiatimes.com/news/signal-328,95,GMR Ltd,Textiles (Jute),"notice: gmr ltd is initiating a fibre softening process in visakhapatnam, ap. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.87,New,2026-01-17,Gmr,True,7.68
91e56a99-41f4-4dd3-a6eb-a3541df81eba,https://industry-news-wire.in/news/signal-329,70,Reliance Industries,Manufacturing (Steel/Glass),"notice: reliance industries is initiating a heat treatment plant in kolkata, wb. this development indicates immediate requirement for furnace oil (fo).","Nagpur, MH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),6,0.81,New,2026-02-04,Reliance,False,6.84
9e94c2e0-dcc7-4fd2-87f6-a1527acb0ff5,https://dgft.gov.in/tenders/news/signal-330,98,JSW Group,Manufacturing (Steel/Glass),"notice: jsw group is initiating a new blast furnace installation in kolkata, wb. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.78,New,2026-01-14,Jsw,True,7.32
e755ca2d-1f32-4056-83e7-683ffcfe4913,https://economictimes.indiatimes.com/news/signal-331,95,L&T Infra,Power & Logistics,"notice: l&t infra is initiating a captive power plant backup in jamshedpur, jh. this development indicates immediate requirement for ldo.","Ahmedabad, GJ","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.84,New,2026-01-08,L&T,True,7.5600000000000005
e3669b5a-0217-4ee7-b897-7363687da222,https://economictimes.indiatimes.com/news/signal-332,95,Tata Enterprises,Road Construction,"notice: tata enterprises is initiating a pavement resurfacing in nagpur, mh. this development indicates immediate requirement for bitumen.","Chennai, TN","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.93,New,2026-01-06,Tata,True,6.12
bdebb087-c540-497d-8262-14de2187147a,https://economictimes.indiatimes.com/news/signal-333,95,Jindal Enterprises,Road Construction,"notice: jindal enterprises is initiating a bridge building in ahmedabad, gj. this development indicates immediate requirement for bitumen.","Ahmedabad, GJ","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),6,0.81,New,2026-01-14,Jindal,True,6.84
bd093b40-e6cf-445d-958a-c2241a900da5,https://economictimes.indiatimes.com/news/signal-334,95,L&T Enterprises,Power & Logistics,"notice: l&t enterprises is initiating a captive power plant backup in ahmedabad, gj. this development indicates immediate requirement for ldo.","Chennai, TN","genset, marine, backup",LDO,HSD (High Speed Diesel),5,0.77,New,2026-01-20,L&T,True,6.08
8b5b34bc-6a1e-46ec-9fcd-31e266c7e3f5,https://economictimes.indiatimes.com/news/signal-335,95,L&T Ltd,Chemical & Solvents,"notice: l&t ltd is initiating a edible oil refinery setup in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,6,0.97,New,2026-01-05,L&T,True,7.4799999999999995
30b2feb8-34c3-4cfc-b995-37989f646280,https://dgft.gov.in/tenders/news/signal-336,98,Adani Infra,Road Construction,"notice: adani infra is initiating a nhai highway project in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),7,0.83,New,2026-02-05,Adani,True,7.52
c390f889-a7ee-4735-b92b-b01159a2e733,https://industry-news-wire.in/news/signal-337,70,Reliance Ltd,Manufacturing (Steel/Glass),"notice: reliance ltd is initiating a heat treatment plant in nagpur, mh. this development indicates immediate requirement for furnace oil (fo).","Jamshedpur, JH","thermal, smelting, billets",Furnace Oil (FO),LSHS (Low Sulphur fuel),7,0.86,New,2026-02-01,Reliance,False,7.640000000000001
7a088457-b8e9-4b6b-81d8-6631a66feaf9,https://economictimes.indiatimes.com/news/signal-338,95,Jindal Group,Textiles (Jute),"notice: jindal group is initiating a batching oil procurement in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Ahmedabad, GJ","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.76,New,2026-01-21,Jindal,True,6.04
f34c4913-0b28-4dd2-8b69-a71f4a167b89,https://economictimes.indiatimes.com/news/signal-339,95,Birla Industries,Power & Logistics,"notice: birla industries is initiating a captive power plant backup in jamshedpur, jh. this development indicates immediate requirement for ldo.","Visakhapatnam, AP","genset, marine, backup",LDO,HSD (High Speed Diesel),4,0.84,New,2026-01-04,Birla,True,5.76
fd79e280-2cca-405e-adb5-e79660f70f1d,https://dgft.gov.in/tenders/news/signal-340,98,L&T Enterprises,Textiles (Jute),"notice: l&t enterprises is initiating a fibre softening process in visakhapatnam, ap. this development indicates immediate requirement for jbo (jute batching oil).","Kolkata, WB","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.86,New,2026-01-09,L&T,True,7.640000000000001
73d23a03-7efb-41db-aba8-b7e64746b3fb,https://dgft.gov.in/tenders/news/signal-341,98,Jindal Ltd,Chemical & Solvents,"notice: jindal ltd is initiating a edible oil refinery setup in jamshedpur, jh. this development indicates immediate requirement for hexane.","Nagpur, MH","extraction, purification, solvent",Hexane,Solvent 1425,5,0.98,New,2026-02-03,Jindal,True,6.92
a38e5068-5657-4d77-9a2e-667a4744a8ce,https://industry-news-wire.in/news/signal-342,70,Reliance Ltd,Textiles (Jute),"notice: reliance ltd is initiating a fibre softening process in chennai, tn. this development indicates immediate requirement for jbo (jute batching oil).","Nagpur, MH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),5,0.89,New,2026-02-01,Reliance,False,6.5600000000000005
aa711d0d-3e08-4a3c-99ea-e79e19917bfd,https://dgft.gov.in/tenders/news/signal-343,98,Jindal Infra,Power & Logistics,"notice: jindal infra is initiating a captive power plant backup in chennai, tn. this development indicates immediate requirement for ldo.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),6,0.85,New,2026-01-22,Jindal,True,7.0
51f49b7f-5790-4e36-9d67-b25ef59501d0,https://economictimes.indiatimes.com/news/signal-344,95,JSW Industries,Road Construction,"notice: jsw industries is initiating a bridge building in nagpur, mh. this development indicates immediate requirement for bitumen.","Kolkata, WB","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.85,New,2026-01-24,Jsw,True,5.8
1a857030-25c9-4ad8-86ac-48f10d0a3a78,https://dgft.gov.in/tenders/news/signal-345,98,Vedanta Infra,Textiles (Jute),"notice: vedanta infra is initiating a fibre softening process in nagpur, mh. this development indicates immediate requirement for jbo (jute batching oil).","Chennai, TN","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),7,0.98,New,2026-01-23,Vedanta,True,8.120000000000001
7aa7449e-e74d-496e-92fa-baf4b6b1a716,https://economictimes.indiatimes.com/news/signal-346,95,GMR Ltd,Chemical & Solvents,"notice: gmr ltd is initiating a edible oil refinery setup in kolkata, wb. this development indicates immediate requirement for hexane.","Chennai, TN","extraction, purification, solvent",Hexane,Solvent 1425,5,0.81,New,2026-01-12,Gmr,True,6.24
9278f1dd-1f2e-47a1-8f7a-778309d5977d,https://industry-news-wire.in/news/signal-347,70,Jindal Ltd,Chemical & Solvents,"notice: jindal ltd is initiating a industrial cleaning unit in visakhapatnam, ap. this development indicates immediate requirement for hexane.","Jamshedpur, JH","extraction, purification, solvent",Hexane,Solvent 1425,4,0.88,New,2026-01-06,Jindal,False,5.92
7af06374-1b21-4b64-8bdd-4e5fabdaa747,https://industry-news-wire.in/news/signal-348,70,Tata Industries,Power & Logistics,"notice: tata industries is initiating a dg set maintenance in chennai, tn. this development indicates immediate requirement for ldo.","Nagpur, MH","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.77,New,2026-01-21,Tata,False,7.28
2a60dc86-871c-47f7-a614-5e3f9157d1ca,https://economictimes.indiatimes.com/news/signal-349,95,Vedanta Enterprises,Textiles (Jute),"notice: vedanta enterprises is initiating a fibre softening process in jamshedpur, jh. this development indicates immediate requirement for jbo (jute batching oil).","Visakhapatnam, AP","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.96,New,2026-01-01,Vedanta,True,7.4399999999999995
d2f906eb-2647-46d0-b748-de77ce968dce,https://economictimes.indiatimes.com/news/signal-350,95,GMR Infra,Textiles (Jute),"notice: gmr infra is initiating a jute mill modernization in kolkata, wb. this development indicates immediate requirement for jbo (jute batching oil).","Jamshedpur, JH","fibre, hessian, batching",JBO (Jute Batching Oil),LDO (Genset fuel),6,0.95,New,2026-01-28,Gmr,True,7.3999999999999995
429c273b-2815-46ec-95f4-95ece6c4d345,https://industry-news-wire.in/news/signal-351,70,Tata Ltd,Road Construction,"notice: tata ltd is initiating a expressway construction in jamshedpur, jh. this development indicates immediate requirement for bitumen.","Nagpur, MH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),5,0.76,New,2026-01-23,Tata,False,6.04
999cc45e-7236-4613-89eb-4f60aec53e87,https://dgft.gov.in/tenders/news/signal-352,98,L&T Infra,Road Construction,"notice: l&t infra is initiating a bridge building in chennai, tn. this development indicates immediate requirement for bitumen.","Jamshedpur, JH","tarmac, NHAI, civil works",Bitumen,LDO (Machinery fuel),4,0.93,New,2026-01-11,L&T,True,6.12
a09fe7d4-600c-4254-8e5a-4546e5f2200c,https://economictimes.indiatimes.com/news/signal-353,95,Adani Industries,Power & Logistics,"notice: adani industries is initiating a dg set maintenance in ahmedabad, gj. this development indicates immediate requirement for ldo.","Kolkata, WB","genset, marine, backup",LDO,HSD (High Speed Diesel),5,0.87,New,2026-01-08,Adani,True,6.48
ede3f569-90dd-4322-a243-691540064f57,https://industry-news-wire.in/news/signal-354,70,L&T Industries,Power & Logistics,"notice: l&t industries is initiating a dg set maintenance in chennai, tn. this development indicates immediate requirement for ldo.","Kolkata, WB","genset, marine, backup",LDO,HSD (High Speed Diesel),7,0.89,New,2026-01-03,L&T,False,7.76
